NM_VOTAVEL,SG_PARTIDO,BAIRRO,QT_VOTOS
UNIÃO,UNIÃO,VILA ROSA,1
VANDA PIRES,SOLIDARIEDADE,BOA SAUDE,1
VANDA PIRES,SOLIDARIEDADE,CANUDOS,16
VANDA PIRES,SOLIDARIEDADE,CENTRO,9
VANDA PIRES,SOLIDARIEDADE,GUARANI,6
VANDA PIRES,SOLIDARIEDADE,HAMBURGO VELHO,10
VANDA PIRES,SOLIDARIEDADE,IDEAL,16
VANDA PIRES,SOLIDARIEDADE,INDUSTRIAL,1
VANDA PIRES,SOLIDARIEDADE,JARDIM MAUA,1
VANDA PIRES,SOLIDARIEDADE,LIBERDADE,2
VANDA PIRES,SOLIDARIEDADE,OPERARIO,4
VANDA PIRES,SOLIDARIEDADE,OURO BRANCO,7
VANDA PIRES,SOLIDARIEDADE,PATRIA NOVA,16
VANDA PIRES,SOLIDARIEDADE,PETROPOLIS,1
VANDA PIRES,SOLIDARIEDADE,PRIMAVERA,2
VANDA PIRES,SOLIDARIEDADE,RINCAO,1
VANDA PIRES,SOLIDARIEDADE,RIO BRANCO,4
VANDA PIRES,SOLIDARIEDADE,RONDONIA,1
VANDA PIRES,SOLIDARIEDADE,SAO JORGE,1
VANDA PIRES,SOLIDARIEDADE,SAO JOSE,4
VANDA PIRES,SOLIDARIEDADE,VILA NOVA,3
VANDA PIRES,SOLIDARIEDADE,VILA ROSA,6
VERA FICHER,PSB,CANUDOS,23
VERA FICHER,PSB,CENTRO,3
VERA FICHER,PSB,HAMBURGO VELHO,1
VERA FICHER,PSB,IDEAL,5
VERA FICHER,PSB,INDUSTRIAL,2
VERA FICHER,PSB,OURO BRANCO,1
VERA FICHER,PSB,PRIMAVERA,2
VERA FICHER,PSB,RONDONIA,5
VERA FICHER,PSB,ROSELANDIA,24
VERA FICHER,PSB,SANTO AFONSO,2
VERA FICHER,PSB,SAO JORGE,3
VERA FICHER,PSB,SAO JOSE,2
VEREADOR VLADI,PODE,BOA SAUDE,21
VEREADOR VLADI,PODE,CANUDOS,978
VEREADOR VLADI,PODE,CENTRO,19
VEREADOR VLADI,PODE,GUARANI,35
VEREADOR VLADI,PODE,HAMBURGO VELHO,18
VEREADOR VLADI,PODE,IDEAL,12
VEREADOR VLADI,PODE,INDUSTRIAL,27
VEREADOR VLADI,PODE,JARDIM MAUA,9
VEREADOR VLADI,PODE,LIBERDADE,20
VEREADOR VLADI,PODE,LOMBA GRANDE,24
VEREADOR VLADI,PODE,OPERARIO,12
VEREADOR VLADI,PODE,OURO BRANCO,16
VEREADOR VLADI,PODE,PATRIA NOVA,23
VEREADOR VLADI,PODE,PETROPOLIS,14
VEREADOR VLADI,PODE,PRIMAVERA,11
VEREADOR VLADI,PODE,RINCAO,19
VEREADOR VLADI,PODE,RIO BRANCO,9
VEREADOR VLADI,PODE,RONDONIA,169
VEREADOR VLADI,PODE,ROSELANDIA,5
VEREADOR VLADI,PODE,SANTO AFONSO,25
VEREADOR VLADI,PODE,SAO JORGE,50
VEREADOR VLADI,PODE,SAO JOSE,128
VEREADOR VLADI,PODE,VILA NOVA,9
VEREADOR VLADI,PODE,VILA ROSA,19
WILL FERRAZ,PT,BOA SAUDE,11
WILL FERRAZ,PT,CANUDOS,109
WILL FERRAZ,PT,CENTRO,22
WILL FERRAZ,PT,GUARANI,11
WILL FERRAZ,PT,HAMBURGO VELHO,5
WILL FERRAZ,PT,IDEAL,23
WILL FERRAZ,PT,INDUSTRIAL,156
WILL FERRAZ,PT,JARDIM MAUA,9
WILL FERRAZ,PT,LIBERDADE,100
WILL FERRAZ,PT,LOMBA GRANDE,13
WILL FERRAZ,PT,OPERARIO,6
WILL FERRAZ,PT,OURO BRANCO,5
WILL FERRAZ,PT,PATRIA NOVA,16
WILL FERRAZ,PT,PETROPOLIS,8
WILL FERRAZ,PT,PRIMAVERA,18
WILL FERRAZ,PT,RINCAO,3
WILL FERRAZ,PT,RIO BRANCO,14
WILL FERRAZ,PT,RONDONIA,37
WILL FERRAZ,PT,ROSELANDIA,6
WILL FERRAZ,PT,SANTO AFONSO,1257
WILL FERRAZ,PT,SAO JORGE,7
WILL FERRAZ,PT,SAO JOSE,9
WILL FERRAZ,PT,VILA ROSA,10
XICA SEIBEL,PT,BOA SAUDE,13
XICA SEIBEL,PT,CANUDOS,112
XICA SEIBEL,PT,CENTRO,61
XICA SEIBEL,PT,GUARANI,12
XICA SEIBEL,PT,HAMBURGO VELHO,28
XICA SEIBEL,PT,IDEAL,29
XICA SEIBEL,PT,INDUSTRIAL,32
XICA SEIBEL,PT,JARDIM MAUA,18
XICA SEIBEL,PT,LIBERDADE,16
XICA SEIBEL,PT,LOMBA GRANDE,19
XICA SEIBEL,PT,OPERARIO,21
XICA SEIBEL,PT,OURO BRANCO,13
XICA SEIBEL,PT,PATRIA NOVA,28
XICA SEIBEL,PT,PETROPOLIS,10
XICA SEIBEL,PT,PRIMAVERA,118
XICA SEIBEL,PT,RINCAO,4
XICA SEIBEL,PT,RIO BRANCO,36
XICA SEIBEL,PT,RONDONIA,15
XICA SEIBEL,PT,ROSELANDIA,23
XICA SEIBEL,PT,SANTO AFONSO,72
XICA SEIBEL,PT,SAO JORGE,24
XICA SEIBEL,PT,SAO JOSE,91
XICA SEIBEL,PT,VILA NOVA,7
XICA SEIBEL,PT,VILA ROSA,35
ÉLCIO MULLER,MDB,BOA SAUDE,12
ÉLCIO MULLER,MDB,CANUDOS,137
ÉLCIO MULLER,MDB,CENTRO,49
ÉLCIO MULLER,MDB,GUARANI,260
ÉLCIO MULLER,MDB,HAMBURGO VELHO,61
ÉLCIO MULLER,MDB,IDEAL,40
ÉLCIO MULLER,MDB,INDUSTRIAL,35
ÉLCIO MULLER,MDB,JARDIM MAUA,20
ÉLCIO MULLER,MDB,LIBERDADE,28
ÉLCIO MULLER,MDB,LOMBA GRANDE,17
ÉLCIO MULLER,MDB,OPERARIO,345
ÉLCIO MULLER,MDB,OURO BRANCO,24
ÉLCIO MULLER,MDB,PATRIA NOVA,39
ÉLCIO MULLER,MDB,PETROPOLIS,19
ÉLCIO MULLER,MDB,PRIMAVERA,26
ÉLCIO MULLER,MDB,RINCAO,23
ÉLCIO MULLER,MDB,RIO BRANCO,19
ÉLCIO MULLER,MDB,RONDONIA,31
ÉLCIO MULLER,MDB,ROSELANDIA,15
ÉLCIO MULLER,MDB,SANTO AFONSO,32
ÉLCIO MULLER,MDB,SAO JORGE,28
ÉLCIO MULLER,MDB,SAO JOSE,35
ÉLCIO MULLER,MDB,VILA NOVA,18
ÉLCIO MULLER,MDB,VILA ROSA,39
