NM_VOTAVEL,SG_PARTIDO,BAIRRO,QT_VOTOS
JOELSON DE ARAÚJO,REPUBLICANOS,LIBERDADE,25
JOELSON DE ARAÚJO,REPUBLICANOS,LOMBA GRANDE,40
JOELSON DE ARAÚJO,REPUBLICANOS,OPERARIO,12
JOELSON DE ARAÚJO,REPUBLICANOS,OURO BRANCO,9
JOELSON DE ARAÚJO,REPUBLICANOS,PATRIA NOVA,46
JOELSON DE ARAÚJO,REPUBLICANOS,PETROPOLIS,7
JOELSON DE ARAÚJO,REPUBLICANOS,PRIMAVERA,15
JOELSON DE ARAÚJO,REPUBLICANOS,RINCAO,7
JOELSON DE ARAÚJO,REPUBLICANOS,RIO BRANCO,17
JOELSON DE ARAÚJO,REPUBLICANOS,RONDONIA,659
JOELSON DE ARAÚJO,REPUBLICANOS,ROSELANDIA,10
JOELSON DE ARAÚJO,REPUBLICANOS,SANTO AFONSO,93
JOELSON DE ARAÚJO,REPUBLICANOS,SAO JORGE,21
JOELSON DE ARAÚJO,REPUBLICANOS,SAO JOSE,17
JOELSON DE ARAÚJO,REPUBLICANOS,VILA NOVA,7
JOELSON DE ARAÚJO,REPUBLICANOS,VILA ROSA,10
JORGE ANTUNES DOS RADIADORES,MDB,BOA SAUDE,3
JORGE ANTUNES DOS RADIADORES,MDB,CANUDOS,59
JORGE ANTUNES DOS RADIADORES,MDB,CENTRO,7
JORGE ANTUNES DOS RADIADORES,MDB,GUARANI,4
JORGE ANTUNES DOS RADIADORES,MDB,HAMBURGO VELHO,1
JORGE ANTUNES DOS RADIADORES,MDB,IDEAL,9
JORGE ANTUNES DOS RADIADORES,MDB,INDUSTRIAL,32
JORGE ANTUNES DOS RADIADORES,MDB,JARDIM MAUA,2
JORGE ANTUNES DOS RADIADORES,MDB,LIBERDADE,66
JORGE ANTUNES DOS RADIADORES,MDB,LOMBA GRANDE,15
JORGE ANTUNES DOS RADIADORES,MDB,OPERARIO,1
JORGE ANTUNES DOS RADIADORES,MDB,OURO BRANCO,1
JORGE ANTUNES DOS RADIADORES,MDB,PATRIA NOVA,3
JORGE ANTUNES DOS RADIADORES,MDB,PETROPOLIS,1
JORGE ANTUNES DOS RADIADORES,MDB,PRIMAVERA,2
JORGE ANTUNES DOS RADIADORES,MDB,RIO BRANCO,1
JORGE ANTUNES DOS RADIADORES,MDB,RONDONIA,17
JORGE ANTUNES DOS RADIADORES,MDB,ROSELANDIA,1
JORGE ANTUNES DOS RADIADORES,MDB,SANTO AFONSO,87
JORGE ANTUNES DOS RADIADORES,MDB,SAO JORGE,2
JORGE ANTUNES DOS RADIADORES,MDB,SAO JOSE,6
JORGE ANTUNES DOS RADIADORES,MDB,VILA ROSA,1
JORGE GIACOMO,PL,BOA SAUDE,1
JORGE GIACOMO,PL,CANUDOS,16
JORGE GIACOMO,PL,CENTRO,19
JORGE GIACOMO,PL,GUARANI,3
JORGE GIACOMO,PL,HAMBURGO VELHO,9
JORGE GIACOMO,PL,IDEAL,15
JORGE GIACOMO,PL,INDUSTRIAL,12
JORGE GIACOMO,PL,JARDIM MAUA,6
JORGE GIACOMO,PL,LIBERDADE,2
JORGE GIACOMO,PL,LOMBA GRANDE,2
JORGE GIACOMO,PL,OPERARIO,3
JORGE GIACOMO,PL,OURO BRANCO,3
JORGE GIACOMO,PL,PATRIA NOVA,12
JORGE GIACOMO,PL,PETROPOLIS,3
JORGE GIACOMO,PL,PRIMAVERA,5
JORGE GIACOMO,PL,RINCAO,2
JORGE GIACOMO,PL,RIO BRANCO,18
JORGE GIACOMO,PL,RONDONIA,18
JORGE GIACOMO,PL,ROSELANDIA,2
JORGE GIACOMO,PL,SANTO AFONSO,6
JORGE GIACOMO,PL,SAO JORGE,4
JORGE GIACOMO,PL,SAO JOSE,7
JORGE GIACOMO,PL,VILA NOVA,4
JORGE GIACOMO,PL,VILA ROSA,33
JORGE TATSCH,PSDB,BOA SAUDE,14
JORGE TATSCH,PSDB,CANUDOS,28
JORGE TATSCH,PSDB,CENTRO,5
JORGE TATSCH,PSDB,GUARANI,1
JORGE TATSCH,PSDB,HAMBURGO VELHO,1
JORGE TATSCH,PSDB,IDEAL,7
JORGE TATSCH,PSDB,INDUSTRIAL,58
JORGE TATSCH,PSDB,JARDIM MAUA,1
JORGE TATSCH,PSDB,LIBERDADE,37
JORGE TATSCH,PSDB,OPERARIO,1
JORGE TATSCH,PSDB,OURO BRANCO,4
JORGE TATSCH,PSDB,PATRIA NOVA,5
JORGE TATSCH,PSDB,PETROPOLIS,3
JORGE TATSCH,PSDB,PRIMAVERA,6
JORGE TATSCH,PSDB,RINCAO,4
JORGE TATSCH,PSDB,RIO BRANCO,2
JORGE TATSCH,PSDB,RONDONIA,21
JORGE TATSCH,PSDB,ROSELANDIA,4
JORGE TATSCH,PSDB,SANTO AFONSO,280
JORGE TATSCH,PSDB,SAO JOSE,2
JORGE TATSCH,PSDB,VILA NOVA,1
JORGE TATSCH,PSDB,VILA ROSA,2
JOÃO FRANÇA,PT,BOA SAUDE,6
JOÃO FRANÇA,PT,CANUDOS,284
JOÃO FRANÇA,PT,CENTRO,3
JOÃO FRANÇA,PT,HAMBURGO VELHO,2
JOÃO FRANÇA,PT,IDEAL,5
JOÃO FRANÇA,PT,INDUSTRIAL,2
JOÃO FRANÇA,PT,JARDIM MAUA,2
JOÃO FRANÇA,PT,OURO BRANCO,3
JOÃO FRANÇA,PT,PATRIA NOVA,1
JOÃO FRANÇA,PT,PRIMAVERA,2
JOÃO FRANÇA,PT,RINCAO,1
JOÃO FRANÇA,PT,RIO BRANCO,2
JOÃO FRANÇA,PT,RONDONIA,10
JOÃO FRANÇA,PT,ROSELANDIA,2
JOÃO FRANÇA,PT,SANTO AFONSO,3
JOÃO FRANÇA,PT,SAO JORGE,11
JOÃO FRANÇA,PT,SAO JOSE,5
JULIANO SOUTO,PL,BOA SAUDE,151
JULIANO SOUTO,PL,CANUDOS,1013
JULIANO SOUTO,PL,CENTRO,220
JULIANO SOUTO,PL,GUARANI,67
JULIANO SOUTO,PL,HAMBURGO VELHO,136
JULIANO SOUTO,PL,IDEAL,134
JULIANO SOUTO,PL,INDUSTRIAL,161
JULIANO SOUTO,PL,JARDIM MAUA,108
JULIANO SOUTO,PL,LIBERDADE,113
JULIANO SOUTO,PL,LOMBA GRANDE,81
JULIANO SOUTO,PL,OPERARIO,70
JULIANO SOUTO,PL,OURO BRANCO,70
JULIANO SOUTO,PL,PATRIA NOVA,211
JULIANO SOUTO,PL,PETROPOLIS,72
JULIANO SOUTO,PL,PRIMAVERA,111
JULIANO SOUTO,PL,RINCAO,63
JULIANO SOUTO,PL,RIO BRANCO,98
JULIANO SOUTO,PL,RONDONIA,177
JULIANO SOUTO,PL,ROSELANDIA,40
JULIANO SOUTO,PL,SANTO AFONSO,215
JULIANO SOUTO,PL,SAO JORGE,97
JULIANO SOUTO,PL,SAO JOSE,102
JULIANO SOUTO,PL,VILA NOVA,42
JULIANO SOUTO,PL,VILA ROSA,125
KISSE LUANA,CIDADANIA,CANUDOS,6
KISSE LUANA,CIDADANIA,CENTRO,1
KISSE LUANA,CIDADANIA,GUARANI,2
KISSE LUANA,CIDADANIA,HAMBURGO VELHO,1
KISSE LUANA,CIDADANIA,IDEAL,3
KISSE LUANA,CIDADANIA,INDUSTRIAL,2
KISSE LUANA,CIDADANIA,JARDIM MAUA,1
KISSE LUANA,CIDADANIA,LIBERDADE,5
KISSE LUANA,CIDADANIA,LOMBA GRANDE,15
KISSE LUANA,CIDADANIA,OURO BRANCO,1
KISSE LUANA,CIDADANIA,PATRIA NOVA,2
KISSE LUANA,CIDADANIA,PETROPOLIS,1
KISSE LUANA,CIDADANIA,PRIMAVERA,2
KISSE LUANA,CIDADANIA,RIO BRANCO,2
KISSE LUANA,CIDADANIA,RONDONIA,1
KISSE LUANA,CIDADANIA,SANTO AFONSO,2
KISSE LUANA,CIDADANIA,SAO JORGE,1
KISSE LUANA,CIDADANIA,VILA NOVA,1
KISSE LUANA,CIDADANIA,VILA ROSA,1
LEANDRO MELLO,PODE,BOA SAUDE,8
LEANDRO MELLO,PODE,CANUDOS,189
LEANDRO MELLO,PODE,CENTRO,91
LEANDRO MELLO,PODE,GUARANI,38
LEANDRO MELLO,PODE,HAMBURGO VELHO,61
LEANDRO MELLO,PODE,IDEAL,77
LEANDRO MELLO,PODE,INDUSTRIAL,51
LEANDRO MELLO,PODE,JARDIM MAUA,38
LEANDRO MELLO,PODE,LIBERDADE,20
LEANDRO MELLO,PODE,LOMBA GRANDE,15
LEANDRO MELLO,PODE,OPERARIO,23
LEANDRO MELLO,PODE,OURO BRANCO,39
LEANDRO MELLO,PODE,PATRIA NOVA,78
LEANDRO MELLO,PODE,PETROPOLIS,23
LEANDRO MELLO,PODE,PRIMAVERA,27
LEANDRO MELLO,PODE,RINCAO,21
LEANDRO MELLO,PODE,RIO BRANCO,32
LEANDRO MELLO,PODE,RONDONIA,49
LEANDRO MELLO,PODE,ROSELANDIA,11
LEANDRO MELLO,PODE,SANTO AFONSO,28
LEANDRO MELLO,PODE,SAO JORGE,30
LEANDRO MELLO,PODE,SAO JOSE,37
LEANDRO MELLO,PODE,VILA NOVA,15
LEANDRO MELLO,PODE,VILA ROSA,80
LEIDI VIEIRA,NOVO,BOA SAUDE,9
LEIDI VIEIRA,NOVO,CANUDOS,60
LEIDI VIEIRA,NOVO,CENTRO,17
LEIDI VIEIRA,NOVO,GUARANI,6
LEIDI VIEIRA,NOVO,HAMBURGO VELHO,11
LEIDI VIEIRA,NOVO,IDEAL,17
LEIDI VIEIRA,NOVO,INDUSTRIAL,22
LEIDI VIEIRA,NOVO,JARDIM MAUA,8
LEIDI VIEIRA,NOVO,LIBERDADE,14
LEIDI VIEIRA,NOVO,LOMBA GRANDE,11
LEIDI VIEIRA,NOVO,OPERARIO,9
LEIDI VIEIRA,NOVO,OURO BRANCO,3
LEIDI VIEIRA,NOVO,PATRIA NOVA,12
LEIDI VIEIRA,NOVO,PETROPOLIS,9
LEIDI VIEIRA,NOVO,PRIMAVERA,13
LEIDI VIEIRA,NOVO,RINCAO,2
LEIDI VIEIRA,NOVO,RIO BRANCO,11
LEIDI VIEIRA,NOVO,RONDONIA,9
LEIDI VIEIRA,NOVO,ROSELANDIA,1
LEIDI VIEIRA,NOVO,SANTO AFONSO,10
LEIDI VIEIRA,NOVO,SAO JORGE,3
LEIDI VIEIRA,NOVO,SAO JOSE,20
LEIDI VIEIRA,NOVO,VILA NOVA,1
LEIDI VIEIRA,NOVO,VILA ROSA,11
LILIA FAVA,PSB,CANUDOS,2
LILIA FAVA,PSB,CENTRO,1
LILIA FAVA,PSB,INDUSTRIAL,3
LILIA FAVA,PSB,LIBERDADE,1
LILIA FAVA,PSB,PATRIA NOVA,7
LILIA FAVA,PSB,PRIMAVERA,2
LILIA FAVA,PSB,RINCAO,2
LILIA FAVA,PSB,RONDONIA,1
LILIA FAVA,PSB,SANTO AFONSO,2
LILIA FAVA,PSB,VILA ROSA,1
LISI SOUZA,PDT,BOA SAUDE,5
LISI SOUZA,PDT,CANUDOS,39
LISI SOUZA,PDT,CENTRO,8
LISI SOUZA,PDT,GUARANI,6
LISI SOUZA,PDT,HAMBURGO VELHO,6
LISI SOUZA,PDT,IDEAL,24
LISI SOUZA,PDT,INDUSTRIAL,15
LISI SOUZA,PDT,JARDIM MAUA,3
LISI SOUZA,PDT,LIBERDADE,18
LISI SOUZA,PDT,LOMBA GRANDE,4
LISI SOUZA,PDT,OPERARIO,6
LISI SOUZA,PDT,OURO BRANCO,4
LISI SOUZA,PDT,PATRIA NOVA,13
LISI SOUZA,PDT,PETROPOLIS,7
LISI SOUZA,PDT,PRIMAVERA,17
LISI SOUZA,PDT,RINCAO,1
LISI SOUZA,PDT,RIO BRANCO,9
LISI SOUZA,PDT,RONDONIA,14
LISI SOUZA,PDT,SANTO AFONSO,5
LISI SOUZA,PDT,SAO JORGE,6
LISI SOUZA,PDT,SAO JOSE,5
LISI SOUZA,PDT,VILA NOVA,4
LISI SOUZA,PDT,VILA ROSA,1
LOURDES DA FLORICULTURA,PODE,BOA SAUDE,1
LOURDES DA FLORICULTURA,PODE,CANUDOS,8
LOURDES DA FLORICULTURA,PODE,CENTRO,3
LOURDES DA FLORICULTURA,PODE,GUARANI,1
LOURDES DA FLORICULTURA,PODE,IDEAL,2
LOURDES DA FLORICULTURA,PODE,INDUSTRIAL,1
LOURDES DA FLORICULTURA,PODE,JARDIM MAUA,1
LOURDES DA FLORICULTURA,PODE,LOMBA GRANDE,2
LOURDES DA FLORICULTURA,PODE,OURO BRANCO,1
LOURDES DA FLORICULTURA,PODE,PATRIA NOVA,12
LOURDES DA FLORICULTURA,PODE,PRIMAVERA,4
LOURDES DA FLORICULTURA,PODE,RONDONIA,4
LOURDES DA FLORICULTURA,PODE,SANTO AFONSO,1
LOURDES DA FLORICULTURA,PODE,VILA NOVA,2
LOURDES DA FLORICULTURA,PODE,VILA ROSA,2
LUIS CARLOS,SOLIDARIEDADE,CANUDOS,1
LUIS CARLOS,SOLIDARIEDADE,PATRIA NOVA,1
LUIS CARLOS,SOLIDARIEDADE,PRIMAVERA,1
LUIS CARLOS,SOLIDARIEDADE,SAO JOSE,13
LUIS MÜLLER,PL,BOA SAUDE,1
LUIS MÜLLER,PL,CANUDOS,158
LUIS MÜLLER,PL,CENTRO,9
LUIS MÜLLER,PL,GUARANI,2
LUIS MÜLLER,PL,IDEAL,7
LUIS MÜLLER,PL,INDUSTRIAL,12
LUIS MÜLLER,PL,JARDIM MAUA,2
LUIS MÜLLER,PL,LOMBA GRANDE,74
LUIS MÜLLER,PL,OPERARIO,2
LUIS MÜLLER,PL,OURO BRANCO,1
LUIS MÜLLER,PL,PATRIA NOVA,5
LUIS MÜLLER,PL,PETROPOLIS,3
LUIS MÜLLER,PL,PRIMAVERA,4
LUIS MÜLLER,PL,RINCAO,2
LUIS MÜLLER,PL,RIO BRANCO,2
LUIS MÜLLER,PL,RONDONIA,30
LUIS MÜLLER,PL,ROSELANDIA,1
LUIS MÜLLER,PL,SANTO AFONSO,14
LUIS MÜLLER,PL,SAO JORGE,5
LUIS MÜLLER,PL,SAO JOSE,4
LUIS MÜLLER,PL,VILA NOVA,3
LUIS MÜLLER,PL,VILA ROSA,2
LUIZ CARLOS KUNZ,PSB,BOA SAUDE,1
LUIZ CARLOS KUNZ,PSB,CANUDOS,6
LUIZ CARLOS KUNZ,PSB,HAMBURGO VELHO,1
LUIZ CARLOS KUNZ,PSB,IDEAL,2
LUIZ CARLOS KUNZ,PSB,JARDIM MAUA,2
LUIZ CARLOS KUNZ,PSB,LIBERDADE,3
LUIZ CARLOS KUNZ,PSB,PATRIA NOVA,1
LUIZ CARLOS KUNZ,PSB,PETROPOLIS,2
LUIZ CARLOS KUNZ,PSB,PRIMAVERA,1
LUIZ CARLOS KUNZ,PSB,RONDONIA,20
LUIZ CARLOS KUNZ,PSB,SANTO AFONSO,2
LUIZ CARLOS KUNZ,PSB,SAO JORGE,1
LURDES VALIM A GUERREIRA,REPUBLICANOS,BOA SAUDE,114
LURDES VALIM A GUERREIRA,REPUBLICANOS,CANUDOS,375
LURDES VALIM A GUERREIRA,REPUBLICANOS,CENTRO,84
LURDES VALIM A GUERREIRA,REPUBLICANOS,GUARANI,37
LURDES VALIM A GUERREIRA,REPUBLICANOS,HAMBURGO VELHO,22
LURDES VALIM A GUERREIRA,REPUBLICANOS,IDEAL,39
LURDES VALIM A GUERREIRA,REPUBLICANOS,INDUSTRIAL,67
LURDES VALIM A GUERREIRA,REPUBLICANOS,JARDIM MAUA,15
LURDES VALIM A GUERREIRA,REPUBLICANOS,LIBERDADE,59
LURDES VALIM A GUERREIRA,REPUBLICANOS,LOMBA GRANDE,32
LURDES VALIM A GUERREIRA,REPUBLICANOS,OPERARIO,32
LURDES VALIM A GUERREIRA,REPUBLICANOS,OURO BRANCO,8
LURDES VALIM A GUERREIRA,REPUBLICANOS,PATRIA NOVA,30
LURDES VALIM A GUERREIRA,REPUBLICANOS,PETROPOLIS,45
LURDES VALIM A GUERREIRA,REPUBLICANOS,PRIMAVERA,92
LURDES VALIM A GUERREIRA,REPUBLICANOS,RINCAO,48
LURDES VALIM A GUERREIRA,REPUBLICANOS,RIO BRANCO,24
LURDES VALIM A GUERREIRA,REPUBLICANOS,RONDONIA,90
LURDES VALIM A GUERREIRA,REPUBLICANOS,ROSELANDIA,47
LURDES VALIM A GUERREIRA,REPUBLICANOS,SANTO AFONSO,112
LURDES VALIM A GUERREIRA,REPUBLICANOS,SAO JORGE,36
LURDES VALIM A GUERREIRA,REPUBLICANOS,SAO JOSE,86
LURDES VALIM A GUERREIRA,REPUBLICANOS,VILA NOVA,7
LURDES VALIM A GUERREIRA,REPUBLICANOS,VILA ROSA,31
LÚCIO PITHAN,PT,BOA SAUDE,1
LÚCIO PITHAN,PT,CANUDOS,33
LÚCIO PITHAN,PT,CENTRO,7
LÚCIO PITHAN,PT,GUARANI,3
LÚCIO PITHAN,PT,HAMBURGO VELHO,5
LÚCIO PITHAN,PT,IDEAL,6
LÚCIO PITHAN,PT,INDUSTRIAL,8
LÚCIO PITHAN,PT,JARDIM MAUA,2
LÚCIO PITHAN,PT,LIBERDADE,15
LÚCIO PITHAN,PT,LOMBA GRANDE,7
LÚCIO PITHAN,PT,OPERARIO,1
LÚCIO PITHAN,PT,OURO BRANCO,1
LÚCIO PITHAN,PT,PATRIA NOVA,14
LÚCIO PITHAN,PT,PRIMAVERA,9
LÚCIO PITHAN,PT,RINCAO,1
LÚCIO PITHAN,PT,RIO BRANCO,4
LÚCIO PITHAN,PT,RONDONIA,8
LÚCIO PITHAN,PT,ROSELANDIA,1
LÚCIO PITHAN,PT,SANTO AFONSO,2
LÚCIO PITHAN,PT,VILA NOVA,1
LÚCIO PITHAN,PT,VILA ROSA,7
MADA SOARES,PODE,BOA SAUDE,31
MADA SOARES,PODE,CANUDOS,512
MADA SOARES,PODE,CENTRO,32
MADA SOARES,PODE,GUARANI,26
MADA SOARES,PODE,HAMBURGO VELHO,33
MADA SOARES,PODE,IDEAL,23
MADA SOARES,PODE,INDUSTRIAL,20
MADA SOARES,PODE,JARDIM MAUA,31
MADA SOARES,PODE,LIBERDADE,28
MADA SOARES,PODE,LOMBA GRANDE,44
MADA SOARES,PODE,OPERARIO,18
MADA SOARES,PODE,OURO BRANCO,11
MADA SOARES,PODE,PATRIA NOVA,26
MADA SOARES,PODE,PETROPOLIS,75
MADA SOARES,PODE,PRIMAVERA,59
MADA SOARES,PODE,RINCAO,30
MADA SOARES,PODE,RIO BRANCO,20
MADA SOARES,PODE,RONDONIA,47
MADA SOARES,PODE,ROSELANDIA,3
MADA SOARES,PODE,SANTO AFONSO,37
MADA SOARES,PODE,SAO JORGE,137
MADA SOARES,PODE,SAO JOSE,243
MADA SOARES,PODE,VILA NOVA,32
MADA SOARES,PODE,VILA ROSA,27
MAIGON EMERICH,PL,BOA SAUDE,1
MAIGON EMERICH,PL,CANUDOS,99
MAIGON EMERICH,PL,CENTRO,14
MAIGON EMERICH,PL,GUARANI,10
MAIGON EMERICH,PL,HAMBURGO VELHO,17
MAIGON EMERICH,PL,IDEAL,5
MAIGON EMERICH,PL,INDUSTRIAL,19
MAIGON EMERICH,PL,JARDIM MAUA,8
MAIGON EMERICH,PL,LIBERDADE,4
MAIGON EMERICH,PL,LOMBA GRANDE,10
MAIGON EMERICH,PL,OPERARIO,7
MAIGON EMERICH,PL,OURO BRANCO,7
MAIGON EMERICH,PL,PATRIA NOVA,13
MAIGON EMERICH,PL,PETROPOLIS,1
MAIGON EMERICH,PL,PRIMAVERA,9
MAIGON EMERICH,PL,RINCAO,6
MAIGON EMERICH,PL,RIO BRANCO,10
MAIGON EMERICH,PL,RONDONIA,17
MAIGON EMERICH,PL,ROSELANDIA,3
MAIGON EMERICH,PL,SANTO AFONSO,5
MAIGON EMERICH,PL,SAO JORGE,90
MAIGON EMERICH,PL,SAO JOSE,28
MAIGON EMERICH,PL,VILA NOVA,1
MAIGON EMERICH,PL,VILA ROSA,8
MANOEL DO GÁS,REPUBLICANOS,CANUDOS,24
MANOEL DO GÁS,REPUBLICANOS,INDUSTRIAL,16
MANOEL DO GÁS,REPUBLICANOS,LIBERDADE,6
MANOEL DO GÁS,REPUBLICANOS,PETROPOLIS,1
MANOEL DO GÁS,REPUBLICANOS,RONDONIA,2
MANOEL DO GÁS,REPUBLICANOS,SANTO AFONSO,56
MARCIO KOVALSKI,PSDB,BOA SAUDE,11
MARCIO KOVALSKI,PSDB,CANUDOS,213
MARCIO KOVALSKI,PSDB,CENTRO,5
MARCIO KOVALSKI,PSDB,GUARANI,9
MARCIO KOVALSKI,PSDB,HAMBURGO VELHO,10
MARCIO KOVALSKI,PSDB,IDEAL,15
MARCIO KOVALSKI,PSDB,INDUSTRIAL,4
MARCIO KOVALSKI,PSDB,JARDIM MAUA,5
MARCIO KOVALSKI,PSDB,LIBERDADE,2
MARCIO KOVALSKI,PSDB,LOMBA GRANDE,2
MARCIO KOVALSKI,PSDB,OPERARIO,6
MARCIO KOVALSKI,PSDB,OURO BRANCO,5
MARCIO KOVALSKI,PSDB,PATRIA NOVA,8
MARCIO KOVALSKI,PSDB,PETROPOLIS,8
MARCIO KOVALSKI,PSDB,PRIMAVERA,9
MARCIO KOVALSKI,PSDB,RINCAO,4
MARCIO KOVALSKI,PSDB,RIO BRANCO,8
MARCIO KOVALSKI,PSDB,RONDONIA,14
MARCIO KOVALSKI,PSDB,ROSELANDIA,3
MARCIO KOVALSKI,PSDB,SANTO AFONSO,9
MARCIO KOVALSKI,PSDB,SAO JORGE,27
MARCIO KOVALSKI,PSDB,SAO JOSE,28
MARCIO KOVALSKI,PSDB,VILA NOVA,6
MARCIO KOVALSKI,PSDB,VILA ROSA,5
MARCIO MENEZES,PDT,CANUDOS,43
MARCIO MENEZES,PDT,CENTRO,3
MARCIO MENEZES,PDT,INDUSTRIAL,2
MARCIO MENEZES,PDT,LIBERDADE,1
MARCIO MENEZES,PDT,OURO BRANCO,1
MARCIO MENEZES,PDT,RINCAO,1
MARCIO MENEZES,PDT,RIO BRANCO,1
MARCIO MENEZES,PDT,RONDONIA,2
MARCIO MENEZES,PDT,SAO JOSE,3
MARCOS VIDAL,PSB,CANUDOS,8
MARCOS VIDAL,PSB,CENTRO,2
MARCOS VIDAL,PSB,HAMBURGO VELHO,1
MARCOS VIDAL,PSB,INDUSTRIAL,3
MARCOS VIDAL,PSB,JARDIM MAUA,1
MARCOS VIDAL,PSB,RONDONIA,20
MARCOS VIDAL,PSB,SANTO AFONSO,1
MARCOS VIDAL,PSB,SAO JORGE,5
MARLI ARAÚJO,PT,CANUDOS,3
MARLI ARAÚJO,PT,HAMBURGO VELHO,1
MARLI ARAÚJO,PT,LOMBA GRANDE,1
MARLI ARAÚJO,PT,PATRIA NOVA,1
MARLI ARAÚJO,PT,SAO JORGE,1
MARLI ARAÚJO,PT,SAO JOSE,13
MARLI SERPA,REPUBLICANOS,BOA SAUDE,62
MARLI SERPA,REPUBLICANOS,CANUDOS,331
MARLI SERPA,REPUBLICANOS,CENTRO,30
MARLI SERPA,REPUBLICANOS,GUARANI,14
MARLI SERPA,REPUBLICANOS,HAMBURGO VELHO,6
MARLI SERPA,REPUBLICANOS,IDEAL,21
MARLI SERPA,REPUBLICANOS,INDUSTRIAL,27
MARLI SERPA,REPUBLICANOS,JARDIM MAUA,7
MARLI SERPA,REPUBLICANOS,LIBERDADE,30
MARLI SERPA,REPUBLICANOS,LOMBA GRANDE,28
MARLI SERPA,REPUBLICANOS,OPERARIO,8
MARLI SERPA,REPUBLICANOS,OURO BRANCO,7
MARLI SERPA,REPUBLICANOS,PATRIA NOVA,13
MARLI SERPA,REPUBLICANOS,PETROPOLIS,23
MARLI SERPA,REPUBLICANOS,PRIMAVERA,19
MARLI SERPA,REPUBLICANOS,RINCAO,22
MARLI SERPA,REPUBLICANOS,RIO BRANCO,7
MARLI SERPA,REPUBLICANOS,RONDONIA,57
MARLI SERPA,REPUBLICANOS,ROSELANDIA,216
MARLI SERPA,REPUBLICANOS,SANTO AFONSO,111
MARLI SERPA,REPUBLICANOS,SAO JORGE,79
MARLI SERPA,REPUBLICANOS,SAO JOSE,55
MARLI SERPA,REPUBLICANOS,VILA NOVA,7
MARLI SERPA,REPUBLICANOS,VILA ROSA,9
MDB,MDB,BOA SAUDE,26
MDB,MDB,CANUDOS,170
MDB,MDB,CENTRO,28
MDB,MDB,GUARANI,27
MDB,MDB,HAMBURGO VELHO,27
MDB,MDB,IDEAL,29
MDB,MDB,INDUSTRIAL,22
MDB,MDB,JARDIM MAUA,6
MDB,MDB,LIBERDADE,24
MDB,MDB,LOMBA GRANDE,26
MDB,MDB,OPERARIO,15
MDB,MDB,OURO BRANCO,8
MDB,MDB,PATRIA NOVA,20
MDB,MDB,PETROPOLIS,22
MDB,MDB,PRIMAVERA,16
MDB,MDB,RINCAO,22
MDB,MDB,RIO BRANCO,8
MDB,MDB,RONDONIA,24
MDB,MDB,ROSELANDIA,28
MDB,MDB,SANTO AFONSO,35
MDB,MDB,SAO JORGE,20
MDB,MDB,SAO JOSE,54
MDB,MDB,VILA NOVA,5
MDB,MDB,VILA ROSA,25
MISA OLIVEIRA,CIDADANIA,BOA SAUDE,14
MISA OLIVEIRA,CIDADANIA,CANUDOS,86
MISA OLIVEIRA,CIDADANIA,CENTRO,6
MISA OLIVEIRA,CIDADANIA,GUARANI,2
MISA OLIVEIRA,CIDADANIA,HAMBURGO VELHO,6
MISA OLIVEIRA,CIDADANIA,IDEAL,9
MISA OLIVEIRA,CIDADANIA,INDUSTRIAL,14
MISA OLIVEIRA,CIDADANIA,JARDIM MAUA,2
MISA OLIVEIRA,CIDADANIA,LIBERDADE,20
MISA OLIVEIRA,CIDADANIA,LOMBA GRANDE,10
MISA OLIVEIRA,CIDADANIA,OPERARIO,2
MISA OLIVEIRA,CIDADANIA,OURO BRANCO,3
MISA OLIVEIRA,CIDADANIA,PATRIA NOVA,8
MISA OLIVEIRA,CIDADANIA,PETROPOLIS,4
MISA OLIVEIRA,CIDADANIA,PRIMAVERA,5
MISA OLIVEIRA,CIDADANIA,RINCAO,8
MISA OLIVEIRA,CIDADANIA,RIO BRANCO,4
MISA OLIVEIRA,CIDADANIA,RONDONIA,115
MISA OLIVEIRA,CIDADANIA,ROSELANDIA,31
MISA OLIVEIRA,CIDADANIA,SANTO AFONSO,33
MISA OLIVEIRA,CIDADANIA,SAO JORGE,4
MISA OLIVEIRA,CIDADANIA,SAO JOSE,28
MISA OLIVEIRA,CIDADANIA,VILA ROSA,2
MOACIR BETT,PDT,CANUDOS,21
MOACIR BETT,PDT,INDUSTRIAL,4
MOACIR BETT,PDT,LIBERDADE,1
MOACIR BETT,PDT,LOMBA GRANDE,1
MOACIR BETT,PDT,PATRIA NOVA,3
MOACIR BETT,PDT,RONDONIA,2
MOACIR BETT,PDT,SANTO AFONSO,1
MOACIR BETT,PDT,SAO JORGE,2
MOACIR BETT,PDT,SAO JOSE,3
MOACIR BETT,PDT,VILA NOVA,1
MORGANA FERREIRA,REPUBLICANOS,BOA SAUDE,1
MORGANA FERREIRA,REPUBLICANOS,CANUDOS,9
MORGANA FERREIRA,REPUBLICANOS,CENTRO,2
MORGANA FERREIRA,REPUBLICANOS,GUARANI,3
MORGANA FERREIRA,REPUBLICANOS,IDEAL,2
MORGANA FERREIRA,REPUBLICANOS,LIBERDADE,1
MORGANA FERREIRA,REPUBLICANOS,LOMBA GRANDE,1
MORGANA FERREIRA,REPUBLICANOS,PATRIA NOVA,2
MORGANA FERREIRA,REPUBLICANOS,RIO BRANCO,1
