NR_ZONA;NR_SECAO;NM_SECAO;ENDERECO;BAIRRO
76;14;CATEDRAL BASÍLICA SÃO LUIZ GONZAGA;RUA JOAQUIM NABUCO, 543;CENTRO
76;19;CATEDRAL BASÍLICA SÃO LUIZ GONZAGA;RUA JOAQUIM NABUCO, 543;CENTRO
76;133;CATEDRAL BASÍLICA SÃO LUIZ GONZAGA;RUA JOAQUIM NABUCO, 543;CENTRO
76;144;CATEDRAL BASÍLICA SÃO LUIZ GONZAGA;RUA JOAQUIM NABUCO, 543;CENTRO
76;216;CATEDRAL BASÍLICA SÃO LUIZ GONZAGA;RUA JOAQUIM NABUCO, 543;CENTRO
76;243;CATEDRAL BASÍLICA SÃO LUIZ GONZAGA;RUA JOAQUIM NABUCO, 543;CENTRO
76;275;CATEDRAL BASÍLICA SÃO LUIZ GONZAGA;RUA JOAQUIM NABUCO, 543;CENTRO
76;332;CATEDRAL BASÍLICA SÃO LUIZ GONZAGA;RUA JOAQUIM NABUCO, 543;CENTRO
76;364;CATEDRAL BASÍLICA SÃO LUIZ GONZAGA;RUA JOAQUIM NABUCO, 543;CENTRO
76;385;CATEDRAL BASÍLICA SÃO LUIZ GONZAGA;RUA JOAQUIM NABUCO, 543;CENTRO
76;52;CENTRO SOCIAL URBANO - EMEI PEQUENO POLEGAR;RUA DEMÉTRIO RIBEIRO, 1085;GUARANI
76;113;CENTRO SOCIAL URBANO - EMEI PEQUENO POLEGAR;RUA DEMÉTRIO RIBEIRO, 1085;GUARANI
76;178;CENTRO SOCIAL URBANO - EMEI PEQUENO POLEGAR;RUA DEMÉTRIO RIBEIRO, 1085;GUARANI
76;214;CENTRO SOCIAL URBANO - EMEI PEQUENO POLEGAR;RUA DEMÉTRIO RIBEIRO, 1085;GUARANI
76;293;CENTRO SOCIAL URBANO - EMEI PEQUENO POLEGAR;RUA DEMÉTRIO RIBEIRO, 1085;GUARANI
76;350;CENTRO SOCIAL URBANO - EMEI PEQUENO POLEGAR;RUA DEMÉTRIO RIBEIRO, 1085;GUARANI
76;12;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;25;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;58;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;67;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;70;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;82;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;125;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;185;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;233;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;240;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;276;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;300;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;330;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;377;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;462;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;468;COLÉGIO ESTADUAL 25 DE JULHO;RUA JOSÉ DO PATROCÍNIO, 730;RIO BRANCO
76;51;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;130;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;204;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;304;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;422;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;436;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;457;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;472;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;485;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;510;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;519;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;523;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;529;COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI;RUA MARQUÊS DE SOUZA, 528;SAO JOSE
76;6;COLÉGIO ESTADUAL VILA BECKER;RUA BENTO MANOEL, 2281;OPERARIO
76;9;COLÉGIO ESTADUAL VILA BECKER;RUA BENTO MANOEL, 2281;OPERARIO
76;132;COLÉGIO ESTADUAL VILA BECKER;RUA BENTO MANOEL, 2281;OPERARIO
76;150;COLÉGIO ESTADUAL VILA BECKER;RUA BENTO MANOEL, 2281;OPERARIO
76;224;COLÉGIO ESTADUAL VILA BECKER;RUA BENTO MANOEL, 2281;OPERARIO
76;287;COLÉGIO ESTADUAL VILA BECKER;RUA BENTO MANOEL, 2281;OPERARIO
76;288;COLÉGIO ESTADUAL VILA BECKER;RUA BENTO MANOEL, 2281;OPERARIO
76;404;COLÉGIO ESTADUAL VILA BECKER;RUA BENTO MANOEL, 2281;OPERARIO
76;441;COLÉGIO ESTADUAL VILA BECKER;RUA BENTO MANOEL, 2281;OPERARIO
76;490;COLÉGIO ESTADUAL VILA BECKER;RUA BENTO MANOEL, 2281;OPERARIO
76;44;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;48;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;59;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;69;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;163;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;174;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;235;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;280;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;281;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;384;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;386;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;474;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;501;COLÉGIO MARISTA PIO XII;AVENIDA NICOLAU BECKER,182;VILA ROSA
76;16;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;21;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;22;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;38;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;92;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;156;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;158;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;193;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;203;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;219;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;245;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;263;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;290;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;309;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;349;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;366;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;398;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;399;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;400;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;418;COLÉGIO SANTA CATARINA;RUA GENERAL OSÓRIO, 729;HAMBURGO VELHO
76;32;EEEF FREDERICA SCHUTZ PACHECO;RUA LOURENÇO DA VEIGA, 70;OURO BRANCO
76;40;EEEF FREDERICA SCHUTZ PACHECO;RUA LOURENÇO DA VEIGA, 70;OURO BRANCO
76;104;EEEF FREDERICA SCHUTZ PACHECO;RUA LOURENÇO DA VEIGA, 70;OURO BRANCO
76;143;EEEF FREDERICA SCHUTZ PACHECO;RUA LOURENÇO DA VEIGA, 70;OURO BRANCO
76;175;EEEF FREDERICA SCHUTZ PACHECO;RUA LOURENÇO DA VEIGA, 70;OURO BRANCO
76;239;EEEF FREDERICA SCHUTZ PACHECO;RUA LOURENÇO DA VEIGA, 70;OURO BRANCO
76;312;EEEF FREDERICA SCHUTZ PACHECO;RUA LOURENÇO DA VEIGA, 70;OURO BRANCO
76;335;EEEF FREDERICA SCHUTZ PACHECO;RUA LOURENÇO DA VEIGA, 70;OURO BRANCO
76;360;EEEF FREDERICA SCHUTZ PACHECO;RUA LOURENÇO DA VEIGA, 70;OURO BRANCO
76;440;EEEF FREDERICA SCHUTZ PACHECO;RUA LOURENÇO DA VEIGA, 70;OURO BRANCO
76;8;EEEF OTÁVIO ROSA;RUA LOPO GONÇALVES, 89;PATRIA NOVA
76;68;EEEF OTÁVIO ROSA;RUA LOPO GONÇALVES, 89;PATRIA NOVA
76;314;EEEF OTÁVIO ROSA;RUA LOPO GONÇALVES, 89;PATRIA NOVA
76;464;EEEF OTÁVIO ROSA;RUA LOPO GONÇALVES, 89;PATRIA NOVA
76;477;EEEF OTÁVIO ROSA;RUA LOPO GONÇALVES, 89;PATRIA NOVA
76;18;EEEF PROFESSOR ALFREDO CLEMENTE PINTO;RUA OSVALDO CRUZ, 663;PRIMAVERA
76;84;EEEF PROFESSOR ALFREDO CLEMENTE PINTO;RUA OSVALDO CRUZ, 663;PRIMAVERA
76;129;EEEF PROFESSOR ALFREDO CLEMENTE PINTO;RUA OSVALDO CRUZ, 663;PRIMAVERA
76;186;EEEF PROFESSOR ALFREDO CLEMENTE PINTO;RUA OSVALDO CRUZ, 663;PRIMAVERA
76;222;EEEF PROFESSOR ALFREDO CLEMENTE PINTO;RUA OSVALDO CRUZ, 663;PRIMAVERA
76;253;EEEF PROFESSOR ALFREDO CLEMENTE PINTO;RUA OSVALDO CRUZ, 663;PRIMAVERA
76;291;EEEF PROFESSOR ALFREDO CLEMENTE PINTO;RUA OSVALDO CRUZ, 663;PRIMAVERA
76;327;EEEF PROFESSOR ALFREDO CLEMENTE PINTO;RUA OSVALDO CRUZ, 663;PRIMAVERA
76;365;EEEF PROFESSOR ALFREDO CLEMENTE PINTO;RUA OSVALDO CRUZ, 663;PRIMAVERA
76;512;EEEF PROFESSOR ALFREDO CLEMENTE PINTO;RUA OSVALDO CRUZ, 663;PRIMAVERA
76;15;EEEM DOM PEDRO II;RUA ESPANHA, 712;RINCAO
76;50;EEEM DOM PEDRO II;RUA ESPANHA, 712;RINCAO
76;97;EEEM DOM PEDRO II;RUA ESPANHA, 712;RINCAO
76;148;EEEM DOM PEDRO II;RUA ESPANHA, 712;RINCAO
76;194;EEEM DOM PEDRO II;RUA ESPANHA, 712;RINCAO
76;257;EEEM DOM PEDRO II;RUA ESPANHA, 712;RINCAO
76;289;EEEM DOM PEDRO II;RUA ESPANHA, 712;RINCAO
76;307;EEEM DOM PEDRO II;RUA ESPANHA, 712;RINCAO
76;375;EEEM DOM PEDRO II;RUA ESPANHA, 712;RINCAO
76;33;EEEM OSVALDO ARANHA;RUA TIMBAÚVA, 931;IDEAL
76;159;EEEM OSVALDO ARANHA;RUA TIMBAÚVA, 931;IDEAL
76;259;EEEM OSVALDO ARANHA;RUA TIMBAÚVA, 931;IDEAL
76;394;EEEM OSVALDO ARANHA;RUA TIMBAÚVA, 931;IDEAL
76;401;EEEM OSVALDO ARANHA;RUA TIMBAÚVA, 931;IDEAL
76;454;EEEM OSVALDO ARANHA;RUA TIMBAÚVA, 931;IDEAL
76;455;EEEM OSVALDO ARANHA;RUA TIMBAÚVA, 931;IDEAL
76;488;EEEM OSVALDO ARANHA;RUA TIMBAÚVA, 931;IDEAL
76;494;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;495;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;496;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;497;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;498;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;499;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;500;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;503;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;515;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;522;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;526;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;528;EMEB BOA SAÚDE;AVENIDA 22 DE OUTUBRO, 85;BOA SAUDE
76;24;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;90;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;128;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;188;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;223;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;260;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;306;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;339;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;381;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;414;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;443;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;492;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;493;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;513;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;518;EMEB EUGÊNIO NELSON RITZEL;RUA DA CONQUISTA, 411 (LOT. KEPHAS I);SAO JOSE
76;43;EMEB FRANCISCA FELDMANN PEREIRA SAILE;RUA BENJAMIN ALTMAYER, 249;ROSELANDIA
76;151;EMEB FRANCISCA FELDMANN PEREIRA SAILE;RUA BENJAMIN ALTMAYER, 249;ROSELANDIA
76;205;EMEB FRANCISCA FELDMANN PEREIRA SAILE;RUA BENJAMIN ALTMAYER, 249;ROSELANDIA
76;328;EMEB FRANCISCA FELDMANN PEREIRA SAILE;RUA BENJAMIN ALTMAYER, 249;ROSELANDIA
76;380;EMEB FRANCISCA FELDMANN PEREIRA SAILE;RUA BENJAMIN ALTMAYER, 249;ROSELANDIA
76;432;EMEB FRANCISCA FELDMANN PEREIRA SAILE;RUA BENJAMIN ALTMAYER, 249;ROSELANDIA
76;467;EMEB FRANCISCA FELDMANN PEREIRA SAILE;RUA BENJAMIN ALTMAYER, 249;ROSELANDIA
76;508;EMEB FRANCISCA FELDMANN PEREIRA SAILE;RUA BENJAMIN ALTMAYER, 249;ROSELANDIA
76;514;EMEB FRANCISCA FELDMANN PEREIRA SAILE;RUA BENJAMIN ALTMAYER, 249;ROSELANDIA
76;521;EMEB FRANCISCA FELDMANN PEREIRA SAILE;RUA BENJAMIN ALTMAYER, 249;ROSELANDIA
76;525;EMEB FRANCISCA FELDMANN PEREIRA SAILE;RUA BENJAMIN ALTMAYER, 249;ROSELANDIA
76;301;EMEB IRMÃO NILO;AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA);BOA SAUDE
76;509;EMEB IRMÃO NILO;AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA);BOA SAUDE
76;517;EMEB IRMÃO NILO;AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA);BOA SAUDE
76;520;EMEB IRMÃO NILO;AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA);BOA SAUDE
76;524;EMEB IRMÃO NILO;AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA);BOA SAUDE
76;527;EMEB IRMÃO NILO;AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA);BOA SAUDE
76;29;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;78;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;101;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;136;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;184;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;208;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;244;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;277;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;323;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;361;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;412;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;413;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;452;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;480;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;502;EMEB MONTEIRO LOBATO;RUA IRMÃ LINA, 240;SAO JORGE
76;60;EMEB PRESIDENTE AFFONSO PENNA;RUA CAXAMBU, 298;VILA NOVA
76;234;EMEB PRESIDENTE AFFONSO PENNA;RUA CAXAMBU, 298;VILA NOVA
76;417;EMEB PRESIDENTE AFFONSO PENNA;RUA CAXAMBU, 298;VILA NOVA
76;463;EMEB PRESIDENTE AFFONSO PENNA;RUA CAXAMBU, 298;VILA NOVA
76;516;EMEB PRESIDENTE AFFONSO PENNA;RUA CAXAMBU, 298;VILA NOVA
76;4;EMEB PRESIDENTE JOÃO GOULART;RUA FINLÂNDIA, 507;PETROPOLIS
76;20;EMEB PRESIDENTE JOÃO GOULART;RUA FINLÂNDIA, 507;PETROPOLIS
76;55;EMEB PRESIDENTE JOÃO GOULART;RUA FINLÂNDIA, 507;PETROPOLIS
76;124;EMEB PRESIDENTE JOÃO GOULART;RUA FINLÂNDIA, 507;PETROPOLIS
76;126;EMEB PRESIDENTE JOÃO GOULART;RUA FINLÂNDIA, 507;PETROPOLIS
76;164;EMEB PRESIDENTE JOÃO GOULART;RUA FINLÂNDIA, 507;PETROPOLIS
76;167;EMEB PRESIDENTE JOÃO GOULART;RUA FINLÂNDIA, 507;PETROPOLIS
76;207;EMEB PRESIDENTE JOÃO GOULART;RUA FINLÂNDIA, 507;PETROPOLIS
76;218;EMEB PRESIDENTE JOÃO GOULART;RUA FINLÂNDIA, 507;PETROPOLIS
76;231;EMEB PRESIDENTE JOÃO GOULART;RUA FINLÂNDIA, 507;PETROPOLIS
76;298;EMEB PRESIDENTE JOÃO GOULART;RUA FINLÂNDIA, 507;PETROPOLIS
