NM_VOTAVEL,SG_PARTIDO,NR_SECAO,NM_SECAO,ENDERECO,BAIRRO,QT_VOTOS
Nulo,#NULO#,527,EMEB IRMÃO NILO,"AV. TARCÍSIO ANTÔNIO BRUXEL, 254 (ESQ. R. SANTO DIAS DA SILVA)",BOA SAUDE,12
Nulo,#NULO#,528,EMEB BOA SAÚDE,"AVENIDA 22 DE OUTUBRO, 85",BOA SAUDE,7
Nulo,#NULO#,529,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,6
RAIZER FERREIRA,PSDB,1,ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS,"RUA VEREADOR CARLOS EMILIO KOLLING, 92",CANUDOS,27
RAIZER FERREIRA,PSDB,2,ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS,"RUA VEREADOR CARLOS EMILIO KOLLING, 92",CANUDOS,12
RAIZER FERREIRA,PSDB,3,ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS,"RUA VEREADOR CARLOS EMILIO KOLLING, 92",CANUDOS,7
RAIZER FERREIRA,PSDB,4,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,17
RAIZER FERREIRA,PSDB,4,ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS,"RUA VEREADOR CARLOS EMILIO KOLLING, 92",CANUDOS,16
RAIZER FERREIRA,PSDB,5,ESCOLA ADVENTISTA DE ENS. FUND. CANUDOS,"RUA VEREADOR CARLOS EMILIO KOLLING, 92",CANUDOS,13
RAIZER FERREIRA,PSDB,5,FUNDAÇÃO ESC. TÉC. LIBERATO SALZANO VIEIRA DA CUNHA,"RUA INCONFIDENTES, 395",PRIMAVERA,8
RAIZER FERREIRA,PSDB,6,COLÉGIO ESTADUAL VILA BECKER,"RUA BENTO MANOEL, 2281",OPERARIO,9
RAIZER FERREIRA,PSDB,8,EEEF OTÁVIO ROSA,"RUA LOPO GONÇALVES, 89",PATRIA NOVA,12
RAIZER FERREIRA,PSDB,9,COLÉGIO ESTADUAL VILA BECKER,"RUA BENTO MANOEL, 2281",OPERARIO,10
RAIZER FERREIRA,PSDB,10,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,13
RAIZER FERREIRA,PSDB,11,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,5
RAIZER FERREIRA,PSDB,12,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,8
RAIZER FERREIRA,PSDB,12,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,16
RAIZER FERREIRA,PSDB,13,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,12
RAIZER FERREIRA,PSDB,13,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,11
RAIZER FERREIRA,PSDB,14,CATEDRAL BASÍLICA SÃO LUIZ GONZAGA,"RUA JOAQUIM NABUCO, 543",CENTRO,2
RAIZER FERREIRA,PSDB,14,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,17
RAIZER FERREIRA,PSDB,15,EEEM DOM PEDRO II,"RUA ESPANHA, 712",RINCAO,19
RAIZER FERREIRA,PSDB,15,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,11
RAIZER FERREIRA,PSDB,16,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,5
RAIZER FERREIRA,PSDB,16,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,17
RAIZER FERREIRA,PSDB,17,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,14
RAIZER FERREIRA,PSDB,18,EEEF PROFESSOR ALFREDO CLEMENTE PINTO,"RUA OSVALDO CRUZ, 663",PRIMAVERA,22
RAIZER FERREIRA,PSDB,18,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,14
RAIZER FERREIRA,PSDB,19,CATEDRAL BASÍLICA SÃO LUIZ GONZAGA,"RUA JOAQUIM NABUCO, 543",CENTRO,8
RAIZER FERREIRA,PSDB,19,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,13
RAIZER FERREIRA,PSDB,20,EMEB MACHADO DE ASSIS,"RUA WALKIRIA SPINDLER, 110",CANUDOS,11
RAIZER FERREIRA,PSDB,20,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,13
RAIZER FERREIRA,PSDB,21,COLEGIO EST. ENGENHEIRO IGNACIO CHRISTIANO PLANGG (POLI CANUDOS),"RUA GUILHERME OSCAR ODY, 153",CANUDOS,21
RAIZER FERREIRA,PSDB,21,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,8
RAIZER FERREIRA,PSDB,22,COLEGIO EST. ENGENHEIRO IGNACIO CHRISTIANO PLANGG (POLI CANUDOS),"RUA GUILHERME OSCAR ODY, 153",CANUDOS,22
RAIZER FERREIRA,PSDB,22,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,5
RAIZER FERREIRA,PSDB,24,COLEGIO EST. ENGENHEIRO IGNACIO CHRISTIANO PLANGG (POLI CANUDOS),"RUA GUILHERME OSCAR ODY, 153",CANUDOS,15
RAIZER FERREIRA,PSDB,24,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,11
RAIZER FERREIRA,PSDB,25,COLEGIO EST. ENGENHEIRO IGNACIO CHRISTIANO PLANGG (POLI CANUDOS),"RUA GUILHERME OSCAR ODY, 153",CANUDOS,31
RAIZER FERREIRA,PSDB,25,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,6
RAIZER FERREIRA,PSDB,26,COLEGIO EST. ENGENHEIRO IGNACIO CHRISTIANO PLANGG (POLI CANUDOS),"RUA GUILHERME OSCAR ODY, 153",CANUDOS,15
RAIZER FERREIRA,PSDB,26,SOCIEDADE DE CANTO UNIÃO FRATERNAL,"AV. PEDRO ADAMS FILHO, 3971",PATRIA NOVA,8
RAIZER FERREIRA,PSDB,27,EMEB SÃO JOÃO,"RUA ARAÚJO VIANA, 74",GUARANI,9
RAIZER FERREIRA,PSDB,29,COLEGIO EST. ENGENHEIRO IGNACIO CHRISTIANO PLANGG (POLI CANUDOS),"RUA GUILHERME OSCAR ODY, 153",CANUDOS,26
RAIZER FERREIRA,PSDB,29,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,17
RAIZER FERREIRA,PSDB,32,EEEF FREDERICA SCHUTZ PACHECO,"RUA LOURENÇO DA VEIGA, 70",OURO BRANCO,6
RAIZER FERREIRA,PSDB,32,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,17
RAIZER FERREIRA,PSDB,33,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,18
RAIZER FERREIRA,PSDB,33,EEEM OSVALDO ARANHA,"RUA TIMBAÚVA, 931",IDEAL,11
RAIZER FERREIRA,PSDB,34,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,18
RAIZER FERREIRA,PSDB,35,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,19
RAIZER FERREIRA,PSDB,36,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,22
RAIZER FERREIRA,PSDB,36,SOCIEDADE DE CANTO UNIÃO FRATERNAL,"AV. PEDRO ADAMS FILHO, 3971",PATRIA NOVA,12
RAIZER FERREIRA,PSDB,37,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,23
RAIZER FERREIRA,PSDB,38,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,6
RAIZER FERREIRA,PSDB,38,EMEB PRESIDENTE CASTELO BRANCO,"RUA IRMA AMALIA, 252",CANUDOS,8
RAIZER FERREIRA,PSDB,39,EMEB PRESIDENTE CASTELO BRANCO,"RUA IRMA AMALIA, 252",CANUDOS,21
RAIZER FERREIRA,PSDB,39,EMEB PRESIDENTE NILO PEÇANHA,"RUA TUPINIQUINS, 134",IDEAL,10
RAIZER FERREIRA,PSDB,40,EEEF FREDERICA SCHUTZ PACHECO,"RUA LOURENÇO DA VEIGA, 70",OURO BRANCO,7
RAIZER FERREIRA,PSDB,40,EMEB PRESIDENTE CASTELO BRANCO,"RUA IRMA AMALIA, 252",CANUDOS,16
RAIZER FERREIRA,PSDB,41,EMEB PRESIDENTE CASTELO BRANCO,"RUA IRMA AMALIA, 252",CANUDOS,18
RAIZER FERREIRA,PSDB,41,EMEB PRESIDENTE RODRIGUES ALVES,"RUA TAQUARI, 494 (LOT. KEPHAS)",SAO JOSE,12
RAIZER FERREIRA,PSDB,42,EMEB PRESIDENTE FLORIANO PEIXOTO,"RUA AMERICO VESPUCIO, 640",CANUDOS,16
RAIZER FERREIRA,PSDB,43,EMEB FRANCISCA FELDMANN PEREIRA SAILE,"RUA BENJAMIN ALTMAYER, 249",ROSELANDIA,12
RAIZER FERREIRA,PSDB,44,COLÉGIO MARISTA PIO XII,"AVENIDA NICOLAU BECKER,182",VILA ROSA,11
RAIZER FERREIRA,PSDB,44,EMEB PRESIDENTE FLORIANO PEIXOTO,"RUA AMERICO VESPUCIO, 640",CANUDOS,22
RAIZER FERREIRA,PSDB,46,EMEB PRESIDENTE FLORIANO PEIXOTO,"RUA AMERICO VESPUCIO, 640",CANUDOS,13
RAIZER FERREIRA,PSDB,48,COLÉGIO MARISTA PIO XII,"AVENIDA NICOLAU BECKER,182",VILA ROSA,6
RAIZER FERREIRA,PSDB,48,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,13
RAIZER FERREIRA,PSDB,49,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,14
RAIZER FERREIRA,PSDB,50,EEEM DOM PEDRO II,"RUA ESPANHA, 712",RINCAO,10
RAIZER FERREIRA,PSDB,50,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,11
RAIZER FERREIRA,PSDB,51,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,18
RAIZER FERREIRA,PSDB,51,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,11
RAIZER FERREIRA,PSDB,52,CENTRO SOCIAL URBANO - EMEI PEQUENO POLEGAR,"RUA DEMÉTRIO RIBEIRO, 1085",GUARANI,7
RAIZER FERREIRA,PSDB,52,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,22
RAIZER FERREIRA,PSDB,53,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,22
RAIZER FERREIRA,PSDB,54,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,11
RAIZER FERREIRA,PSDB,55,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,8
RAIZER FERREIRA,PSDB,55,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,9
RAIZER FERREIRA,PSDB,56,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,18
RAIZER FERREIRA,PSDB,56,FUNDAÇÃO ESC. TÉC. LIBERATO SALZANO VIEIRA DA CUNHA,"RUA INCONFIDENTES, 395",PRIMAVERA,19
RAIZER FERREIRA,PSDB,57,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,15
RAIZER FERREIRA,PSDB,58,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,10
RAIZER FERREIRA,PSDB,58,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,11
RAIZER FERREIRA,PSDB,59,COLÉGIO MARISTA PIO XII,"AVENIDA NICOLAU BECKER,182",VILA ROSA,10
RAIZER FERREIRA,PSDB,59,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,17
RAIZER FERREIRA,PSDB,60,EMEB PRESIDENTE AFFONSO PENNA,"RUA CAXAMBU, 298",VILA NOVA,13
RAIZER FERREIRA,PSDB,60,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,9
RAIZER FERREIRA,PSDB,61,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,7
RAIZER FERREIRA,PSDB,62,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,9
RAIZER FERREIRA,PSDB,63,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,18
RAIZER FERREIRA,PSDB,64,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,16
RAIZER FERREIRA,PSDB,65,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,13
RAIZER FERREIRA,PSDB,66,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,17
RAIZER FERREIRA,PSDB,67,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,8
RAIZER FERREIRA,PSDB,67,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,17
RAIZER FERREIRA,PSDB,68,EEEF OTÁVIO ROSA,"RUA LOPO GONÇALVES, 89",PATRIA NOVA,12
RAIZER FERREIRA,PSDB,68,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,13
RAIZER FERREIRA,PSDB,69,COLÉGIO MARISTA PIO XII,"AVENIDA NICOLAU BECKER,182",VILA ROSA,9
RAIZER FERREIRA,PSDB,69,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,15
RAIZER FERREIRA,PSDB,70,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,14
RAIZER FERREIRA,PSDB,70,EMEB SENADOR SALGADO FILHO,"RUA VEREADOR OSCAR HORN, 1046",CANUDOS,9
RAIZER FERREIRA,PSDB,71,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,15
RAIZER FERREIRA,PSDB,72,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,19
RAIZER FERREIRA,PSDB,73,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,23
RAIZER FERREIRA,PSDB,74,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,17
RAIZER FERREIRA,PSDB,75,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,16
RAIZER FERREIRA,PSDB,76,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,17
RAIZER FERREIRA,PSDB,77,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,22
RAIZER FERREIRA,PSDB,78,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,15
RAIZER FERREIRA,PSDB,78,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,15
RAIZER FERREIRA,PSDB,79,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,27
RAIZER FERREIRA,PSDB,79,EMEB SÃO JOÃO,"RUA ARAÚJO VIANA, 74",GUARANI,9
RAIZER FERREIRA,PSDB,80,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,21
RAIZER FERREIRA,PSDB,81,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,18
RAIZER FERREIRA,PSDB,82,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,5
RAIZER FERREIRA,PSDB,82,EEEF JOAO RIBEIRO,"RUA FLORENCA, 103",CANUDOS,18
RAIZER FERREIRA,PSDB,83,EMEB ARNALDO GRIN,"AVENIDA MONTEVIDEO, 902",SANTO AFONSO,10
RAIZER FERREIRA,PSDB,84,EEEF PROFESSOR ALFREDO CLEMENTE PINTO,"RUA OSVALDO CRUZ, 663",PRIMAVERA,21
RAIZER FERREIRA,PSDB,84,EMEB ARNALDO GRIN,"AVENIDA MONTEVIDEO, 902",SANTO AFONSO,17
RAIZER FERREIRA,PSDB,85,EMEB ARNALDO GRIN,"AVENIDA MONTEVIDEO, 902",SANTO AFONSO,13
RAIZER FERREIRA,PSDB,85,EMEB PRESIDENTE NILO PEÇANHA,"RUA TUPINIQUINS, 134",IDEAL,8
RAIZER FERREIRA,PSDB,86,EMEB ARNALDO GRIN,"AVENIDA MONTEVIDEO, 902",SANTO AFONSO,10
RAIZER FERREIRA,PSDB,86,SOCIEDADE DE CANTO UNIÃO FRATERNAL,"AV. PEDRO ADAMS FILHO, 3971",PATRIA NOVA,8
RAIZER FERREIRA,PSDB,87,EMEB ARNALDO GRIN,"AVENIDA MONTEVIDEO, 902",SANTO AFONSO,12
RAIZER FERREIRA,PSDB,88,EMEB ARNALDO GRIN,"AVENIDA MONTEVIDEO, 902",SANTO AFONSO,13
RAIZER FERREIRA,PSDB,89,EMEB ARNALDO GRIN,"AVENIDA MONTEVIDEO, 902",SANTO AFONSO,14
RAIZER FERREIRA,PSDB,90,EMEB ARNALDO GRIN,"AVENIDA MONTEVIDEO, 902",SANTO AFONSO,10
RAIZER FERREIRA,PSDB,90,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,16
RAIZER FERREIRA,PSDB,91,EMEB ARNALDO GRIN,"AVENIDA MONTEVIDEO, 902",SANTO AFONSO,14
RAIZER FERREIRA,PSDB,92,COLÉGIO SANTA CATARINA,"RUA GENERAL OSÓRIO, 729",HAMBURGO VELHO,6
RAIZER FERREIRA,PSDB,92,EMEB ARNALDO GRIN,"AVENIDA MONTEVIDEO, 902",SANTO AFONSO,11
RAIZER FERREIRA,PSDB,93,EMEB ARNALDO GRIN,"AVENIDA MONTEVIDEO, 902",SANTO AFONSO,15
RAIZER FERREIRA,PSDB,94,CENTRO SOCIAL MADRE REGINA,"AVENIDA PEDRO ADAMS FILHO, 962",INDUSTRIAL,7
RAIZER FERREIRA,PSDB,95,CENTRO SOCIAL MADRE REGINA,"AVENIDA PEDRO ADAMS FILHO, 962",INDUSTRIAL,9
RAIZER FERREIRA,PSDB,96,CENTRO SOCIAL MADRE REGINA,"AVENIDA PEDRO ADAMS FILHO, 962",INDUSTRIAL,5
RAIZER FERREIRA,PSDB,96,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,14
RAIZER FERREIRA,PSDB,97,EEEM DOM PEDRO II,"RUA ESPANHA, 712",RINCAO,13
RAIZER FERREIRA,PSDB,98,CENTRO SOCIAL MADRE REGINA,"AVENIDA PEDRO ADAMS FILHO, 962",INDUSTRIAL,9
RAIZER FERREIRA,PSDB,99,CENTRO SOCIAL MADRE REGINA,"AVENIDA PEDRO ADAMS FILHO, 962",INDUSTRIAL,11
RAIZER FERREIRA,PSDB,100,CENTRO SOCIAL MADRE REGINA,"AVENIDA PEDRO ADAMS FILHO, 962",INDUSTRIAL,17
RAIZER FERREIRA,PSDB,100,ESCOLA EVANGÉLICA OSWALDO CRUZ,"RUA BENTO GONÇALVES, 2391",CENTRO,7
RAIZER FERREIRA,PSDB,101,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,22
RAIZER FERREIRA,PSDB,102,CENTRO SOCIAL MADRE REGINA,"AVENIDA PEDRO ADAMS FILHO, 962",INDUSTRIAL,14
RAIZER FERREIRA,PSDB,104,EEEF FREDERICA SCHUTZ PACHECO,"RUA LOURENÇO DA VEIGA, 70",OURO BRANCO,7
RAIZER FERREIRA,PSDB,105,EMEB PRESIDENTE NILO PEÇANHA,"RUA TUPINIQUINS, 134",IDEAL,8
RAIZER FERREIRA,PSDB,106,CENTRO SOCIAL MADRE REGINA,"AVENIDA PEDRO ADAMS FILHO, 962",INDUSTRIAL,4
RAIZER FERREIRA,PSDB,106,SOCIEDADE DE CANTO UNIÃO FRATERNAL,"AV. PEDRO ADAMS FILHO, 3971",PATRIA NOVA,8
RAIZER FERREIRA,PSDB,107,CENTRO SOCIAL MADRE REGINA,"AVENIDA PEDRO ADAMS FILHO, 962",INDUSTRIAL,9
RAIZER FERREIRA,PSDB,111,CENTRO SOCIAL MADRE REGINA,"AVENIDA PEDRO ADAMS FILHO, 962",INDUSTRIAL,9
RAIZER FERREIRA,PSDB,111,EMEB SÃO JOÃO,"RUA ARAÚJO VIANA, 74",GUARANI,4
RAIZER FERREIRA,PSDB,113,CENTRO ADMINISTRATIVO LEOPOLDO PETRY,"RUA GUIA LOPES, 4201",CANUDOS,24
RAIZER FERREIRA,PSDB,113,CENTRO SOCIAL URBANO - EMEI PEQUENO POLEGAR,"RUA DEMÉTRIO RIBEIRO, 1085",GUARANI,10
RAIZER FERREIRA,PSDB,114,CENTRO ADMINISTRATIVO LEOPOLDO PETRY,"RUA GUIA LOPES, 4201",CANUDOS,13
RAIZER FERREIRA,PSDB,114,EMEB PRESIDENTE RODRIGUES ALVES,"RUA TAQUARI, 494 (LOT. KEPHAS)",SAO JOSE,17
RAIZER FERREIRA,PSDB,115,CENTRO ADMINISTRATIVO LEOPOLDO PETRY,"RUA GUIA LOPES, 4201",CANUDOS,21
RAIZER FERREIRA,PSDB,116,CENTRO ADMINISTRATIVO LEOPOLDO PETRY,"RUA GUIA LOPES, 4201",CANUDOS,14
RAIZER FERREIRA,PSDB,116,SOCIEDADE DE CANTO UNIÃO FRATERNAL,"AV. PEDRO ADAMS FILHO, 3971",PATRIA NOVA,9
RAIZER FERREIRA,PSDB,117,CENTRO ADMINISTRATIVO LEOPOLDO PETRY,"RUA GUIA LOPES, 4201",CANUDOS,22
RAIZER FERREIRA,PSDB,118,FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH),"AVENIDA MAURICIO CARDOSO, 510",JARDIM MAUA,26
RAIZER FERREIRA,PSDB,119,FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH),"AVENIDA MAURICIO CARDOSO, 510",JARDIM MAUA,10
RAIZER FERREIRA,PSDB,120,FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH),"AVENIDA MAURICIO CARDOSO, 510",JARDIM MAUA,10
RAIZER FERREIRA,PSDB,121,FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH),"AVENIDA MAURICIO CARDOSO, 510",JARDIM MAUA,16
RAIZER FERREIRA,PSDB,122,FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH),"AVENIDA MAURICIO CARDOSO, 510",JARDIM MAUA,17
RAIZER FERREIRA,PSDB,122,FUNDAÇÃO ESC. TÉC. LIBERATO SALZANO VIEIRA DA CUNHA,"RUA INCONFIDENTES, 395",PRIMAVERA,22
RAIZER FERREIRA,PSDB,123,FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH),"AVENIDA MAURICIO CARDOSO, 510",JARDIM MAUA,16
RAIZER FERREIRA,PSDB,124,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,19
RAIZER FERREIRA,PSDB,124,FEEVALE (CAMPUS I - ASSOC. PRÓ-ENS. SUP. EM NH),"AVENIDA MAURICIO CARDOSO, 510",JARDIM MAUA,16
RAIZER FERREIRA,PSDB,125,COLÉGIO ESTADUAL 25 DE JULHO,"RUA JOSÉ DO PATROCÍNIO, 730",RIO BRANCO,14
RAIZER FERREIRA,PSDB,125,EMEB DARCY BORGES DE CASTILHOS,"RUA TABATINGA,430",LIBERDADE,27
RAIZER FERREIRA,PSDB,126,EMEB DARCY BORGES DE CASTILHOS,"RUA TABATINGA,430",LIBERDADE,25
RAIZER FERREIRA,PSDB,126,EMEB PRESIDENTE JOÃO GOULART,"RUA FINLÂNDIA, 507",PETROPOLIS,12
RAIZER FERREIRA,PSDB,127,EMEB PRESIDENTE HERMES DA FONSECA,"RUA RIO TIETE, 258",LIBERDADE,8
RAIZER FERREIRA,PSDB,128,EMEB EUGÊNIO NELSON RITZEL,"RUA DA CONQUISTA, 411 (LOT. KEPHAS I)",SAO JOSE,21
RAIZER FERREIRA,PSDB,128,EMEB PRESIDENTE HERMES DA FONSECA,"RUA RIO TIETE, 258",LIBERDADE,12
RAIZER FERREIRA,PSDB,129,EEEF PROFESSOR ALFREDO CLEMENTE PINTO,"RUA OSVALDO CRUZ, 663",PRIMAVERA,24
RAIZER FERREIRA,PSDB,129,EMEB PRESIDENTE HERMES DA FONSECA,"RUA RIO TIETE, 258",LIBERDADE,8
RAIZER FERREIRA,PSDB,130,COLÉGIO ESTADUAL SENADOR ALBERTO PASQUALINI,"RUA MARQUÊS DE SOUZA, 528",SAO JOSE,11
RAIZER FERREIRA,PSDB,130,EMEB PRESIDENTE HERMES DA FONSECA,"RUA RIO TIETE, 258",LIBERDADE,12
RAIZER FERREIRA,PSDB,131,EMEB PRESIDENTE HERMES DA FONSECA,"RUA RIO TIETE, 258",LIBERDADE,11
RAIZER FERREIRA,PSDB,132,COLÉGIO ESTADUAL VILA BECKER,"RUA BENTO MANOEL, 2281",OPERARIO,8
RAIZER FERREIRA,PSDB,132,EMEB PRESIDENTE HERMES DA FONSECA,"RUA RIO TIETE, 258",LIBERDADE,6
RAIZER FERREIRA,PSDB,133,CATEDRAL BASÍLICA SÃO LUIZ GONZAGA,"RUA JOAQUIM NABUCO, 543",CENTRO,12
RAIZER FERREIRA,PSDB,133,EMEB PRESIDENTE HERMES DA FONSECA,"RUA RIO TIETE, 258",LIBERDADE,16
RAIZER FERREIRA,PSDB,134,EMEB PRESIDENTE HERMES DA FONSECA,"RUA RIO TIETE, 258",LIBERDADE,10
RAIZER FERREIRA,PSDB,135,EMEB PRESIDENTE HERMES DA FONSECA,"RUA RIO TIETE, 258",LIBERDADE,11
RAIZER FERREIRA,PSDB,136,EMEB MONTEIRO LOBATO,"RUA IRMÃ LINA, 240",SAO JORGE,19
RAIZER FERREIRA,PSDB,136,EMEB PRESIDENTE HERMES DA FONSECA,"RUA RIO TIETE, 258",LIBERDADE,6
RAIZER FERREIRA,PSDB,137,COLEGIO SINODAL DA PAZ (GINASIO),"AV. PEDRO ADAMS FILHO, 1974",INDUSTRIAL,12
RAIZER FERREIRA,PSDB,137,EMEB PRESIDENTE NILO PEÇANHA,"RUA TUPINIQUINS, 134",IDEAL,6
RAIZER FERREIRA,PSDB,138,COLEGIO SINODAL DA PAZ (GINASIO),"AV. PEDRO ADAMS FILHO, 1974",INDUSTRIAL,12
